Cod_setor;Situacao_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012;V013;V014;
355030877000142;1;0;782696;782696;0;0;0;4;16;66;51;29;15;5;2;
355030877000143;1;0;924035;924035;0;0;1;3;15;26;19;23;38;14;7;
355030877000144;1;0;1543128;1543128;0;0;0;0;19;22;30;39;66;31;3;
355030877000145;1;0;3111980;3111980;0;0;0;2;28;26;24;60;139;68;13;
355030877000146;1;0;3047091;3047091;0;0;0;3;5;22;24;45;116;75;4;
355030877000147;1;0;1333653;1333653;0;0;1;3;10;32;33;49;93;33;2;
355030877000148;1;0;1997518;1997518;0;0;0;11;32;46;35;68;94;33;9;
355030877000149;1;0;1936042;1936042;0;0;1;4;27;48;27;37;47;25;4;
355030877000150;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
355030877000151;1;0;1396036;1396036;0;0;0;7;23;39;42;37;55;20;7;
355030877000152;1;0;730076;730076;0;0;0;4;17;31;32;26;25;5;49;
355030877000153;1;0;1156167;1156167;0;0;3;1;11;17;20;38;50;19;5;
355030877000154;1;0;1940985;1940985;0;0;0;0;17;40;34;40;64;43;9;
355030877000155;1;0;1592907;1592907;0;0;1;1;8;28;25;50;47;30;6;
355030877000156;1;0;1080178;1080178;0;0;1;2;6;18;31;36;62;17;6;
355030877000157;1;0;752795;752795;0;0;0;0;9;25;8;22;39;22;5;
355030877000158;1;1;1692390;1692090;300;0;0;4;18;32;42;61;89;39;11;
355030877000159;1;0;1042736;1042736;0;0;0;1;5;15;10;24;44;29;4;
355030877000160;1;0;4316840;4316840;0;9;0;0;12;29;17;60;133;126;16;
355030877000161;1;0;2565227;2565227;0;0;0;2;3;5;11;31;59;68;9;
355030877000162;1;0;1778760;1778760;0;0;0;1;3;8;15;24;75;53;3;
355030877000163;1;0;1482980;1482980;0;0;0;1;5;21;28;44;79;62;9;
355030877000164;1;0;785155;785155;0;0;0;0;0;2;14;27;42;24;0;
355030877000165;1;0;2113682;2113682;0;0;1;1;4;8;13;33;79;55;16;
355030877000166;1;0;1763792;1763792;0;0;0;3;7;24;21;39;68;54;9;
355030877000167;1;0;1074667;1074667;0;0;0;8;23;59;41;43;30;12;4;
355030877000168;1;0;1847949;1847949;0;0;0;3;12;51;46;57;75;53;2;
355030877000169;1;0;2411535;2411535;0;0;1;9;23;48;36;65;95;58;6;
355030877000170;1;0;1184581;1184581;0;1;2;5;38;62;40;52;31;12;2;
355030877000171;1;0;550542;550542;0;1;0;18;34;49;25;28;16;3;5;
355030877000172;1;0;1896505;1896505;0;0;1;2;21;27;26;40;70;41;3;
355030877000173;1;0;849125;849125;0;0;0;2;11;22;33;33;33;8;6;
355030877000174;1;0;2452832;2452832;0;0;1;4;20;27;26;41;85;53;21;
355030877000175;1;0;1019271;1019271;0;0;1;9;16;21;18;30;31;27;17;
355030877000176;1;0;887881;887881;0;0;0;2;8;27;34;42;43;15;5;
355030877000177;1;0;987865;987865;0;0;0;1;9;17;9;34;54;22;22;
355030877000178;1;0;1331673;1331673;0;0;0;3;7;14;27;40;56;28;4;
355030877000179;1;0;1741427;1741427;0;0;1;0;9;19;20;64;80;53;7;
355030877000180;1;0;2225743;2225743;0;0;0;3;9;31;27;58;86;89;49;
355030877000181;1;0;1153289;1153289;0;0;1;5;5;20;16;39;49;34;5;
355030877000182;1;0;1832859;1832859;0;0;0;0;2;10;17;28;69;51;2;
355030877000183;1;0;903290;903290;0;0;0;0;3;7;17;44;59;17;7;
355030877000184;1;0;166603;166603;0;0;0;3;6;10;7;9;7;0;1;
355030877000185;1;0;2731472;2731472;0;0;0;1;7;27;20;38;105;59;4;
355030877000186;1;0;1570646;1570646;0;0;0;4;5;21;10;47;80;48;43;
355030877000187;1;0;1969559;1969559;0;0;0;2;11;29;21;34;71;42;8;
355030877000188;1;0;1246227;1246227;0;0;0;1;10;24;25;46;57;25;4;
355030877000189;1;0;1684718;1684718;0;0;0;6;28;38;31;44;63;26;2;
355030877000190;1;0;1651969;1651969;0;0;0;0;11;27;27;49;79;50;2;
355030877000191;1;0;2028417;2028417;0;0;0;2;9;32;27;55;93;53;43;
355030877000192;1;0;5425770;5425770;0;0;0;0;2;24;23;39;87;47;5;
355030877000193;1;0;2347990;2347990;0;0;1;1;14;30;24;55;85;62;3;
355030877000194;1;0;3537098;3537098;0;0;0;2;3;12;23;52;64;48;5;
355030877000195;1;0;2275900;2275900;0;0;0;0;3;7;18;33;70;57;6;
355030877000196;1;0;2050740;2050740;0;0;0;1;5;20;21;46;65;56;4;
355030877000197;1;0;2263470;2263470;0;0;0;0;0;3;10;23;59;64;0;
355030877000198;1;0;819477;819477;0;0;0;2;7;9;8;14;20;20;34;
355030877000199;1;0;2338061;2338061;0;0;0;0;1;11;12;41;75;69;4;
355030877000200;1;0;1188856;1188856;0;0;2;7;14;54;31;38;48;23;3;
355030877000201;1;0;2138050;2138050;0;0;1;1;9;15;25;61;93;67;6;
355030877000202;1;0;1148150;1148150;0;0;0;8;16;34;34;63;55;10;4;
355030877000203;1;0;1393361;1393361;0;0;0;1;4;17;15;28;48;36;1;
355030877000204;1;0;324824;324824;0;0;0;0;5;25;21;16;7;2;0;
355030877000205;1;0;786375;786375;0;0;1;0;4;4;10;20;37;18;3;
355030877000206;1;0;2411104;2411104;0;0;0;4;22;34;34;55;145;51;2;
355030877000207;1;0;1279200;1279200;0;0;0;2;9;22;33;38;54;26;1;
355030877000208;1;0;541675;541675;0;0;0;0;3;3;5;10;24;21;2;
355030877000209;1;0;431455;431455;0;0;0;3;6;11;15;14;24;9;0;
355030877000210;1;0;133965;133965;0;0;2;15;23;29;2;1;0;1;4;
355030877000211;1;0;165410;165410;0;0;5;21;57;22;1;1;0;0;0;
355030877000212;1;0;1804640;1804640;0;1;0;5;7;25;19;36;78;51;11;
355030877000213;1;0;555460;555460;0;0;1;1;12;17;12;25;18;5;28;
355030877000214;1;0;1985771;1985771;0;0;0;1;4;11;8;37;53;50;9;
355030877000215;1;1;2328360;2328360;0;0;1;0;7;22;12;26;81;53;8;
355030877000216;1;0;915827;915827;0;0;0;3;19;41;30;51;37;7;4;
355030877000217;1;0;1401820;1401820;0;0;0;2;9;25;18;33;53;37;0;
355030877000218;1;0;471747;471747;0;0;0;4;12;12;11;10;16;2;0;
355030877000219;1;0;1844485;1844485;0;0;0;0;8;20;24;52;94;37;2;
355030877000220;1;0;1464086;1464086;0;1;0;5;12;23;21;24;53;27;14;
355030877000221;1;0;501620;501620;0;0;0;1;2;4;3;13;25;14;3;
355030877000222;1;0;944981;944981;0;0;0;1;5;10;15;24;25;33;8;
355030877000223;1;0;778011;778011;0;0;0;1;16;40;26;34;44;13;3;
355030877000224;1;0;1262680;1262680;0;0;0;0;2;11;17;30;60;23;3;
355030878000001;1;0;279265;279265;0;0;1;5;34;54;23;9;2;1;15;
355030878000002;1;0;591364;591364;0;0;1;15;42;81;31;32;25;0;13;
355030878000003;1;0;402024;402024;0;3;6;16;44;73;25;19;6;1;6;
355030878000004;1;0;602148;602148;0;0;3;6;43;73;63;21;14;0;6;
355030878000005;1;0;1215224;1215224;0;0;0;5;51;265;95;18;2;0;1;
355030878000006;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
355030878000007;1;0;751927;751927;0;3;8;20;40;57;21;29;13;9;13;
355030878000008;1;0;294930;294930;0;0;0;1;2;13;35;6;3;0;0;
355030878000009;1;0;228659;228659;0;0;0;1;8;51;16;18;9;0;2;
355030878000012;1;"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";"X";
355030878000013;1;0;187909;187909;0;0;1;16;14;38;2;11;4;0;12;
355030878000014;1;0;443087;443087;0;1;8;19;63;63;17;22;16;4;14;
355030878000015;1;0;775694;775694;0;0;1;11;30;66;41;36;31;11;4;
355030878000016;1;0;629253;629253;0;0;0;15;42;87;52;27;33;4;63;
355030878000017;1;0;583192;583192;0;0;5;22;59;98;41;33;9;0;7;
355030878000018;1;0;300325;300325;0;0;1;11;35;61;23;16;2;0;5;
355030878000019;1;0;350187;350187;0;0;0;33;59;101;16;22;6;0;9;
355030878000020;1;0;425555;425555;0;2;0;11;46;74;28;22;10;0;45;
355030878000021;1;0;518292;518292;0;1;3;14;76;101;39;23;8;1;11;
355030878000022;1;0;440929;440929;0;0;2;19;54;113;28;22;6;2;2;
355030878000023;1;0;447273;447273;0;0;1;5;67;87;35;12;8;1;0;
355030878000024;1;0;413451;413451;0;0;2;15;49;73;30;23;7;1;4;
355030878000025;1;0;413180;413180;0;0;2;9;42;72;37;17;3;1;18;
355030878000026;1;0;688165;688165;0;0;2;19;70;128;58;34;5;0;3;
355030878000027;1;0;685998;685998;0;0;1;7;68;215;67;31;3;0;4;
355030878000028;1;0;355643;355643;0;1;4;28;79;85;17;3;1;1;8;
355030878000029;1;0;628429;628429;0;0;2;28;87;125;50;27;10;1;9;
355030878000030;1;0;229330;229330;0;1;4;19;53;43;10;5;1;0;5;
355030878000031;1;0;763031;763031;0;3;9;20;55;66;52;46;35;4;10;
355030878000032;1;0;833235;833235;0;0;1;6;28;66;44;66;46;9;15;
355030878000033;1;0;322736;322736;0;0;3;6;30;36;10;11;14;4;11;
355030878000034;1;0;1205070;1205070;0;0;0;0;13;148;126;78;17;2;3;
355030878000035;1;0;848600;848600;0;0;0;3;13;145;74;58;3;0;2;
355030878000036;1;0;740080;740080;0;0;0;2;5;55;54;46;8;1;0;
355030878000037;1;0;263460;263460;0;0;0;0;2;22;25;30;21;0;4;
355030878000038;1;0;867294;867294;0;0;3;11;22;86;67;71;29;3;5;
355030878000039;1;0;222780;222780;0;0;0;1;7;34;18;16;8;0;0;
355030878000041;1;0;536634;536634;0;0;1;13;39;78;43;20;16;2;6;
355030878000042;1;0;199544;199544;0;0;0;9;23;34;12;13;3;1;2;
355030878000043;1;0;148980;148980;0;1;5;24;37;38;9;2;1;0;8;
355030878000044;1;0;763525;763525;0;0;0;2;7;64;48;49;13;0;0;
355030878000045;1;0;320202;320202;0;0;1;2;20;87;24;20;10;2;2;
355030878000046;1;0;526035;526035;0;0;0;7;54;89;30;17;11;1;3;
355030879000001;1;0;1026174;1026174;0;0;3;12;33;95;59;48;26;5;2;
355030879000002;1;0;1186595;1186595;0;0;2;14;66;115;48;38;15;7;2;
355030879000003;1;0;972764;972764;0;0;8;37;92;103;35;25;12;8;7;
355030879000004;1;0;1224454;1224454;0;0;3;19;45;69;49;47;39;11;7;
355030879000005;1;0;1687717;1687717;0;1;0;11;36;73;58;77;60;22;14;
355030879000006;1;0;1026970;1026970;0;1;3;19;37;91;50;52;31;0;8;
355030879000007;1;0;437382;437382;0;0;1;7;21;45;24;18;6;1;6;
355030879000008;1;0;553421;553421;0;0;7;24;58;85;23;23;8;1;14;
355030879000009;1;0;532025;532025;0;0;9;48;124;76;20;9;4;1;12;
355030879000010;1;0;314156;314156;0;0;0;8;31;44;17;13;5;0;18;
355030879000011;1;0;925619;925619;0;0;2;9;55;51;34;24;17;6;7;
355030879000012;1;0;850856;850856;0;1;3;13;39;76;36;33;23;5;13;
355030879000013;1;0;737098;737098;0;0;1;9;26;77;42;34;11;4;1;
355030879000014;1;0;774608;774608;0;2;7;28;86;98;25;18;10;6;13;
355030879000015;1;0;606701;606701;0;0;1;10;29;49;25;25;15;5;11;
355030879000016;1;0;423120;423120;0;0;0;10;35;38;28;14;12;0;5;
355030879000017;1;0;421700;421700;0;0;0;1;26;69;29;13;2;0;16;
355030879000018;1;0;698710;698710;0;0;3;9;37;67;37;33;15;3;9;
355030879000019;1;1;587141;585141;2000;1;3;9;51;70;43;19;13;0;20;
355030879000020;1;0;802297;802297;0;0;2;10;47;65;49;28;18;6;13;
355030879000021;1;0;1597621;1597621;0;0;3;22;43;62;51;80;63;22;17;
355030879000022;1;0;815428;815428;0;1;0;1;17;40;18;14;22;17;1;
355030879000023;1;0;419200;419200;0;0;0;4;34;84;19;7;2;0;23;
355030879000024;1;0;855104;855104;0;0;1;15;29;71;38;47;18;3;8;
355030879000025;1;0;1061116;1061116;0;0;0;7;18;44;42;54;33;9;5;
355030879000026;1;0;934482;934482;0;0;4;31;55;97;45;36;19;7;15;
355030879000027;1;0;1003108;1003108;0;0;2;8;35;81;53;52;26;8;2;
355030879000028;1;0;453054;453054;0;2;4;20;62;78;19;22;5;1;4;
355030879000029;1;0;3096768;3096768;0;0;2;6;44;36;24;15;9;18;1;
355030879000030;1;0;431135;431135;0;0;4;24;36;21;6;1;0;3;4;
355030879000031;1;0;21120;21120;0;0;0;1;2;6;1;0;0;0;0;
355030879000032;1;0;151023;151023;0;0;5;15;52;30;0;2;0;0;11;
355030879000033;1;0;1158523;1158523;0;0;0;2;7;43;35;68;37;9;7;
355030879000034;1;0;2830733;2830733;0;0;0;0;11;51;57;90;69;12;9;
355030879000035;1;0;3824948;3824948;0;0;0;1;11;28;33;54;47;28;1;
355030879000036;1;0;5000241;5000241;0;0;1;2;5;56;58;74;73;44;1;
355030879000037;1;2;1101078;1099068;2010;0;0;3;41;83;51;48;35;4;4;
355030879000038;1;0;805228;805228;0;1;3;19;43;73;43;35;29;1;45;
355030879000039;1;0;1419438;1419438;0;0;1;6;44;91;55;61;45;10;5;
355030879000040;1;0;793490;793490;0;0;0;2;40;136;56;28;7;0;58;
355030879000041;1;0;1338007;1338007;0;1;0;7;33;66;30;43;37;12;7;
355030879000042;1;0;960038;960038;0;0;0;9;41;61;34;47;27;4;6;
355030879000043;1;0;1043511;1043511;0;0;0;3;22;47;46;41;28;8;4;
355030879000044;1;0;1955964;1955964;0;0;1;9;30;41;31;55;63;30;52;
355030879000045;1;0;2843672;2843672;0;0;3;12;18;50;62;76;98;36;20;
355030879000046;1;0;4714897;4714897;0;0;1;4;14;56;34;58;42;31;37;
355030879000047;1;1;5036601;5036601;0;0;0;5;9;18;18;49;36;24;38;
355030879000048;1;0;413073;413073;0;0;0;9;26;48;26;17;4;2;2;
355030879000049;1;0;3026745;3026745;0;0;0;0;5;34;30;33;47;29;4;
355030879000050;1;1;608509;604209;4300;0;0;2;17;42;23;34;10;7;6;
355030879000051;1;0;614708;614708;0;1;1;9;35;41;25;23;19;3;1;
355030879000052;1;0;123481;123481;0;2;1;7;38;24;3;1;1;0;4;
355030879000053;1;0;800532;800532;0;0;0;1;9;32;31;64;34;6;4;
355030879000054;1;0;1495119;1495119;0;0;0;1;8;15;27;78;95;16;3;
355030879000055;1;0;1636791;1636791;0;0;3;3;15;26;24;41;30;13;18;
355030879000056;1;0;262888;262888;0;0;0;10;23;11;2;1;0;3;1;
355030880000001;1;0;1191522;1191522;0;0;0;2;11;50;55;79;51;13;10;
355030880000002;1;0;81250;81250;0;0;0;0;1;11;4;2;3;0;0;
355030880000003;1;0;1272714;1272714;0;0;0;0;2;16;16;51;46;33;1;
355030880000004;1;0;1509531;1509531;0;0;0;3;7;23;26;47;60;21;3;
355030880000005;1;0;985744;985744;0;0;0;2;9;15;18;30;64;18;4;
355030880000006;1;0;1727870;1727870;0;0;0;1;8;24;34;55;78;25;4;
355030880000007;1;0;1674939;1674939;0;0;1;6;12;25;29;50;71;33;3;
355030880000008;1;0;1019383;1019383;0;0;2;6;27;44;40;47;47;13;5;
355030880000009;1;0;1959383;1959383;0;0;2;6;21;65;47;67;87;21;3;
355030880000010;1;0;816928;816928;0;0;1;2;13;27;30;42;30;8;1;
355030880000011;1;1;751985;751475;510;0;0;6;33;69;28;35;20;5;9;
355030880000012;1;1;546985;545455;1530;0;3;10;28;44;34;27;14;3;10;
355030880000013;1;0;925274;925274;0;0;0;2;24;43;32;42;34;7;0;
355030880000014;1;0;866140;866140;0;0;0;2;10;37;37;56;33;6;1;
355030880000015;1;0;1267891;1267891;0;0;0;1;29;43;54;66;58;10;1;
355030880000016;1;0;611243;611243;0;0;0;1;19;25;13;25;28;6;2;
355030880000017;1;0;1337454;1337454;0;0;0;1;13;27;40;50;54;26;0;
355030880000018;1;0;3493210;3493210;0;0;1;1;10;24;24;53;87;82;3;
355030880000019;1;0;1814725;1814725;0;0;0;3;10;40;52;56;77;22;2;
355030880000020;1;0;657982;657982;0;0;0;2;11;39;23;30;14;9;1;
355030880000021;1;0;610042;610042;0;0;1;5;9;19;24;29;22;3;3;
355030880000022;1;0;788740;788740;0;0;0;7;14;31;23;28;29;6;4;
355030880000023;1;2;672171;669891;2280;0;1;3;9;18;17;25;31;10;1;
355030880000024;1;1;593319;591919;1400;0;0;1;7;14;23;32;34;9;2;
355030880000025;1;0;780575;780575;0;0;1;2;21;64;37;45;29;12;0;
355030880000026;1;4;1077772;1071212;6560;0;3;5;27;46;35;61;42;11;6;
355030880000027;1;0;1143883;1143883;0;0;0;0;16;65;61;63;47;8;2;
355030880000028;1;0;515306;515306;0;0;0;6;22;37;19;25;17;5;7;
355030880000029;1;0;1028570;1028570;0;0;2;4;26;60;43;55;28;4;9;
355030880000030;1;0;1713856;1713856;0;0;0;5;22;44;46;61;60;28;3;
355030880000031;1;0;642585;642585;0;0;0;7;22;40;22;35;28;4;1;
355030880000032;1;0;1406311;1406311;0;0;1;8;25;67;39;59;50;17;7;
355030880000033;1;0;539465;539465;0;0;0;1;17;54;33;29;14;3;3;
355030880000034;1;0;288080;288080;0;0;1;2;6;25;9;11;9;3;61;
355030880000035;1;0;2534937;2534937;0;0;0;3;9;26;33;56;106;45;0;
355030880000036;1;0;792558;792558;0;1;0;4;15;48;50;51;26;9;9;
355030880000037;1;1;1211861;1211091;770;0;2;4;18;56;62;62;54;8;30;
355030880000038;1;0;735265;735265;0;0;1;3;9;13;17;15;19;12;45;
355030880000039;1;0;869913;869913;0;0;0;1;4;5;9;18;19;17;30;
355030880000040;1;0;2456884;2456884;0;0;0;5;15;28;29;59;86;50;84;
355030880000041;1;0;2218481;2218481;0;0;0;1;2;8;22;46;72;34;3;
355030880000042;1;0;1285824;1285824;0;0;1;4;12;34;37;44;45;13;1;
355030880000043;1;0;524880;524880;0;0;0;1;12;31;17;30;28;3;2;
355030880000044;1;0;945400;945400;0;0;0;1;9;40;37;39;47;8;5;
355030880000045;1;0;1134160;1134160;0;0;0;3;10;29;21;40;65;19;4;
355030880000046;1;0;2216970;2216970;0;1;0;2;24;67;47;73;91;26;17;
355030880000047;1;0;3522485;3522485;0;0;0;1;10;62;64;138;143;65;5;
355030880000048;1;0;834892;834892;0;0;1;1;7;37;36;52;50;15;11;
355030880000049;1;0;1910890;1910890;0;0;3;4;26;66;46;66;62;26;3;
355030880000050;1;0;994920;994920;0;0;2;3;14;38;23;28;14;7;4;
355030880000051;1;0;1176407;1176407;0;0;1;4;18;31;19;33;45;17;7;
355030880000052;1;0;932532;932532;0;0;2;12;34;81;50;49;29;9;12;
355030880000053;1;0;1049540;1049540;0;0;0;1;17;56;51;78;39;10;0;
355030880000054;1;0;914091;914091;0;0;0;6;22;48;44;45;24;5;5;
355030880000055;1;0;1063627;1063627;0;0;0;1;21;46;39;60;44;12;4;
355030880000056;1;1;974938;973738;1200;0;0;1;30;68;50;33;27;10;2;
355030880000057;1;0;599906;599906;0;0;1;2;35;77;37;21;9;3;11;
355030880000058;1;0;431108;431108;0;0;2;11;32;41;26;22;7;2;3;
355030880000059;1;0;1259801;1259801;0;0;3;14;33;90;56;69;39;8;9;
355030880000060;1;0;686748;686748;0;0;1;5;27;65;36;31;21;2;4;
355030880000061;1;0;129130;129130;0;0;1;2;3;15;4;8;1;1;0;
355030880000062;1;0;1955842;1955842;0;0;3;3;13;43;39;37;62;36;21;
355030880000063;1;0;806595;806595;0;0;1;2;27;66;47;49;16;2;5;
355030880000064;1;0;452664;452664;0;1;0;2;21;52;23;14;7;1;73;
355030880000065;1;0;699996;699996;0;0;0;3;15;35;29;57;28;5;4;
355030880000066;1;0;1075903;1075903;0;0;0;1;20;39;26;33;28;15;4;
355030880000067;1;0;1912386;1912386;0;6;0;0;16;52;37;52;59;22;2;
355030880000068;1;0;358027;358027;0;0;1;1;8;16;16;18;14;3;3;
355030880000069;1;0;634696;634696;0;0;0;3;14;39;22;43;29;6;12;
355030880000070;1;0;161886;161886;0;0;0;1;9;19;12;7;4;1;3;
355030880000071;1;0;1830724;1830724;0;0;0;5;18;47;31;78;68;23;8;
355030880000072;1;0;480962;480962;0;1;0;3;22;45;17;29;12;2;2;
355030880000073;1;5;642965;629655;13310;0;0;17;18;50;23;24;25;8;9;
355030880000074;1;0;1454842;1454842;0;0;1;13;27;65;54;51;36;16;9;
355030880000075;1;0;1270759;1270759;0;0;0;12;57;81;47;60;44;8;42;
355030880000076;1;10;368233;360323;7910;0;4;11;36;48;17;17;6;1;12;
355030880000077;1;0;289765;289765;0;1;0;6;15;27;15;14;8;1;1;
355030880000078;1;0;2132609;2132609;0;0;1;0;7;34;42;70;89;25;4;
355030880000079;1;0;1502807;1502807;0;0;0;0;3;21;24;54;56;16;4;
355030880000080;1;0;293448;293448;0;0;0;4;27;30;14;16;2;0;2;
355030880000081;1;0;879182;879182;0;0;0;1;9;26;31;33;28;11;3;
355030880000082;1;0;868180;868180;0;0;0;1;13;31;36;48;36;5;3;
355030880000083;1;0;599496;599496;0;1;2;6;28;49;30;26;11;4;7;
355030880000084;1;0;255520;255520;0;0;1;7;14;26;11;14;2;2;2;
355030880000085;1;0;742621;742621;0;0;1;6;14;34;21;22;18;12;10;
355030880000086;1;1;799222;798422;800;1;3;4;18;30;20;29;22;10;6;
355030880000087;1;0;3366835;3366835;0;0;0;0;1;8;14;35;69;81;2;
355030880000088;1;0;674269;674269;0;1;0;6;40;48;27;38;17;2;5;
355030880000089;1;0;658408;658408;0;0;1;3;32;41;34;30;15;4;2;
355030880000090;1;0;1043925;1043925;0;0;0;4;16;50;31;58;36;8;1;
355030880000091;1;0;1741213;1741213;0;3;0;6;25;61;38;48;73;29;5;
355030880000092;1;0;1522966;1522966;0;0;0;1;11;45;40;65;69;25;3;
355030880000093;1;0;2795981;2795981;0;0;0;2;6;25;28;60;70;54;2;
355030880000094;1;0;911403;911403;0;1;2;5;13;41;28;50;37;2;10;
355030880000095;1;0;1165556;1165556;0;0;0;2;14;22;16;32;37;20;1;
355030880000096;1;0;1114449;1114449;0;0;0;1;12;33;21;35;17;10;1;
355030880000097;1;0;914035;914035;0;0;0;4;25;70;27;42;29;7;1;
355030880000098;1;0;546285;546285;0;0;1;4;13;27;17;23;18;3;6;
355030880000099;1;0;367957;367957;0;0;1;3;8;34;21;19;4;3;3;
355030880000100;1;0;475183;475183;0;1;0;7;28;66;33;22;6;0;1;
355030880000101;1;0;454812;454812;0;0;2;10;44;61;26;17;4;1;35;
355030880000102;1;0;633372;633372;0;0;0;6;10;20;12;16;46;10;37;
355030880000103;1;0;1414108;1414108;0;0;0;8;24;44;44;51;56;21;13;
355030880000104;1;0;1082597;1082597;0;0;0;2;12;33;27;52;63;14;11;
355030880000105;1;0;1891895;1891895;0;0;2;8;27;50;55;69;68;18;19;
355030880000106;1;0;508367;508367;0;0;0;0;0;20;10;35;24;6;1;
355030880000107;1;0;327841;327841;0;0;0;3;13;18;6;10;9;5;2;
355030880000108;1;0;524985;524985;0;0;0;2;4;18;19;16;28;2;1;
355030880000109;1;0;1032145;1032145;0;0;4;10;36;79;49;41;27;3;47;
355030880000110;1;0;642803;642803;0;2;6;27;85;105;31;16;3;1;5;
355030880000111;1;0;1185245;1185245;0;0;0;5;11;23;19;20;36;30;35;
355030880000112;1;0;3694529;3694529;0;0;0;0;9;9;25;53;122;66;2;
355030880000113;1;0;1138631;1138631;0;2;2;15;20;48;50;44;31;18;10;
355030880000114;1;0;997322;997322;0;0;1;2;15;32;27;44;36;14;5;
355030880000115;1;0;396326;396326;0;1;0;1;13;30;19;21;14;2;1;
355030880000116;1;0;4104702;4104702;0;1;0;1;10;14;21;40;91;79;0;
355030880000117;1;0;651569;651569;0;0;0;1;19;35;19;22;17;9;2;
355030880000118;1;0;1098588;1098588;0;0;0;5;17;53;40;42;24;14;7;
355030880000119;1;0;925139;925139;0;3;1;5;35;57;43;33;18;9;0;
355030880000120;1;0;403224;403224;0;1;1;7;37;69;21;13;4;1;15;
355030880000121;1;0;925299;925299;0;0;0;7;39;60;37;43;28;13;2;
355030880000122;1;0;936355;936355;0;0;0;1;3;18;32;49;48;12;4;
355030880000123;1;0;939202;939202;0;1;0;12;28;43;24;38;28;7;28;
355030880000124;1;0;296400;296400;0;0;1;6;14;14;4;16;13;2;4;
355030880000125;1;0;1353006;1353006;0;0;0;0;14;67;70;81;67;11;4;
355030880000126;1;0;1728992;1728992;0;4;0;7;27;48;28;38;47;31;6;
355030880000127;1;0;755243;755243;0;1;2;4;22;73;37;32;15;6;1;
355030880000128;1;0;715675;715675;0;1;1;8;37;46;24;21;22;4;45;
355030880000129;1;0;784086;784086;0;0;0;1;9;26;20;38;31;9;3;
355030880000130;1;0;279254;279254;0;0;1;16;29;19;12;11;9;2;23;
355030880000131;1;1;206058;206058;0;0;1;2;17;31;12;9;5;0;11;
355030880000132;1;0;495569;495569;0;0;0;1;5;29;23;28;13;7;0;
355030880000133;1;0;1256559;1256559;0;0;0;1;11;32;34;66;44;7;1;
355030880000134;1;0;614456;614456;0;1;0;4;28;33;29;27;24;2;4;
355030880000135;1;0;567167;567167;0;0;1;2;7;32;30;20;18;5;1;
355030880000136;1;0;1613821;1613821;0;0;0;3;5;22;20;36;46;24;4;
355030880000137;1;0;353482;353482;0;0;1;1;6;15;8;23;16;5;0;
355030880000138;1;0;848318;848318;0;0;0;1;4;21;18;31;33;14;2;
355030880000139;1;0;627558;627558;0;0;0;0;0;2;7;22;36;20;11;
355030880000140;1;0;1400363;1400363;0;0;1;2;0;8;6;32;53;18;10;
355030880000141;1;0;1440958;1440958;0;0;0;1;9;13;16;50;91;59;9;
355030880000142;1;0;713025;713025;0;0;0;0;5;2;6;10;25;29;3;
355030880000143;1;0;2856400;2856400;0;0;0;1;4;10;10;27;53;56;3;
355030880000145;1;0;1436601;1436601;0;0;0;2;8;41;31;64;67;13;4;
355030880000146;1;0;1978976;1978976;0;0;0;3;13;44;56;79;81;29;5;
355030880000147;1;0;2127079;2127079;0;0;0;1;4;19;24;59;80;29;4;
355030880000148;1;0;871497;871497;0;3;0;0;2;11;19;29;34;9;0;
355030880000149;1;0;1061150;1061150;0;0;1;1;3;12;15;46;54;18;17;
355030880000150;1;0;1066259;1066259;0;0;0;2;3;24;21;45;44;13;0;
355030880000151;1;0;927325;927325;0;0;1;1;5;14;27;48;34;22;1;
355030880000152;1;0;713360;713360;0;0;0;1;6;21;19;28;34;14;5;
355030880000153;1;0;324491;324491;0;2;14;77;106;54;8;2;0;0;9;
355030880000154;1;0;1041819;1041819;0;0;1;0;2;18;20;55;68;9;4;
355030880000155;1;0;990374;990374;0;0;1;0;3;24;25;59;61;11;8;
355030880000156;1;0;1659387;1659387;0;0;0;0;3;18;24;57;61;23;0;
355030880000157;1;0;1856440;1856440;0;0;0;0;3;2;20;44;63;31;2;
355030880000158;1;0;1580552;1580552;0;0;1;3;8;19;24;33;70;21;5;
355030880000159;1;0;850431;850431;0;0;0;0;0;5;3;22;27;18;0;
355030880000160;1;0;1250010;1250010;0;0;0;0;9;42;33;64;48;8;3;
355030880000161;1;0;868440;868440;0;0;0;1;4;16;33;51;33;5;0;
355030880000163;1;0;466856;466856;0;0;0;0;5;8;10;24;31;16;22;
355030880000164;1;0;2286465;2286465;0;0;1;0;6;15;19;62;102;40;1;
355030880000165;1;0;1682430;1682430;0;0;0;0;5;16;35;82;113;32;6;
355030880000166;1;0;2230399;2230399;0;0;1;0;4;10;21;49;78;63;3;
355030880000167;1;0;1030669;1030669;0;0;0;0;3;20;18;40;65;23;0;
355030880000168;1;0;1729477;1729477;0;0;0;0;1;6;18;59;51;39;2;
